Date Key,Date,Day Of Week,Fiscal Year,Fiscal Quarter
20220529,5/29/2022,Sunday,FY2022,FQ3
20220530,5/30/2022,Monday,FY2022,FQ3
20220531,5/31/2022,Tuesday,FY2022,FQ3
20220601,6/1/2022,Wednesday,FY2022,FQ3
20220602,6/2/2022,Thursday,FY2022,FQ3
20220603,6/3/2022,Friday,FY2022,FQ3
20220604,6/4/2022,Saturday,FY2022,FQ3
20220605,6/5/2022,Sunday,FY2022,FQ3
20220606,6/6/2022,Monday,FY2022,FQ3
20220607,6/7/2022,Tuesday,FY2022,FQ3
20220608,6/8/2022,Wednesday,FY2022,FQ3
20220609,6/9/2022,Thursday,FY2022,FQ3
20220610,6/10/2022,Friday,FY2022,FQ3
20220611,6/11/2022,Saturday,FY2022,FQ3
20220612,6/12/2022,Sunday,FY2022,FQ3
20220613,6/13/2022,Monday,FY2022,FQ3
20220614,6/14/2022,Tuesday,FY2022,FQ3
20220615,6/15/2022,Wednesday,FY2022,FQ3
20220616,6/16/2022,Thursday,FY2022,FQ3
20220617,6/17/2022,Friday,FY2022,FQ3
20220618,6/18/2022,Saturday,FY2022,FQ3
20220619,6/19/2022,Sunday,FY2022,FQ3
20220620,6/20/2022,Monday,FY2022,FQ3
20220621,6/21/2022,Tuesday,FY2022,FQ3
20220622,6/22/2022,Wednesday,FY2022,FQ3
20220623,6/23/2022,Thursday,FY2022,FQ3
20220624,6/24/2022,Friday,FY2022,FQ3
20220625,6/25/2022,Saturday,FY2022,FQ3
20220626,6/26/2022,Sunday,FY2022,FQ3
20220627,6/27/2022,Monday,FY2022,FQ3
20220628,6/28/2022,Tuesday,FY2022,FQ3
20220629,6/29/2022,Wednesday,FY2022,FQ3
20220630,6/30/2022,Thursday,FY2022,FQ3
20220701,7/1/2022,Friday,FY2022,FQ4
20220702,7/2/2022,Saturday,FY2022,FQ4
20220703,7/3/2022,Sunday,FY2022,FQ4
20220704,7/4/2022,Monday,FY2022,FQ4
20220705,7/5/2022,Tuesday,FY2022,FQ4
20220706,7/6/2022,Wednesday,FY2022,FQ4
20220707,7/7/2022,Thursday,FY2022,FQ4
20220708,7/8/2022,Friday,FY2022,FQ4
20220709,7/9/2022,Saturday,FY2022,FQ4
20220710,7/10/2022,Sunday,FY2022,FQ4
20220711,7/11/2022,Monday,FY2022,FQ4
20220712,7/12/2022,Tuesday,FY2022,FQ4
20220713,7/13/2022,Wednesday,FY2022,FQ4
20220714,7/14/2022,Thursday,FY2022,FQ4
20220715,7/15/2022,Friday,FY2022,FQ4
20220716,7/16/2022,Saturday,FY2022,FQ4
20220717,7/17/2022,Sunday,FY2022,FQ4
20220718,7/18/2022,Monday,FY2022,FQ4
20220719,7/19/2022,Tuesday,FY2022,FQ4
20220720,7/20/2022,Wednesday,FY2022,FQ4
20220721,7/21/2022,Thursday,FY2022,FQ4
20220722,7/22/2022,Friday,FY2022,FQ4
20220723,7/23/2022,Saturday,FY2022,FQ4
20220724,7/24/2022,Sunday,FY2022,FQ4
20220725,7/25/2022,Monday,FY2022,FQ4
20220726,7/26/2022,Tuesday,FY2022,FQ4
20220727,7/27/2022,Wednesday,FY2022,FQ4
20220728,7/28/2022,Thursday,FY2022,FQ4
20220729,7/29/2022,Friday,FY2022,FQ4
20220730,7/30/2022,Saturday,FY2022,FQ4
20220731,7/31/2022,Sunday,FY2022,FQ4
20220801,8/1/2022,Monday,FY2022,FQ4
20220802,8/2/2022,Tuesday,FY2022,FQ4
20220803,8/3/2022,Wednesday,FY2022,FQ4
20220804,8/4/2022,Thursday,FY2022,FQ4
20220805,8/5/2022,Friday,FY2022,FQ4
20220806,8/6/2022,Saturday,FY2022,FQ4
20220807,8/7/2022,Sunday,FY2022,FQ4
20220808,8/8/2022,Monday,FY2022,FQ4
20220809,8/9/2022,Tuesday,FY2022,FQ4
20220810,8/10/2022,Wednesday,FY2022,FQ4
20220811,8/11/2022,Thursday,FY2022,FQ4
20220812,8/12/2022,Friday,FY2022,FQ4
20220813,8/13/2022,Saturday,FY2022,FQ4
20220814,8/14/2022,Sunday,FY2022,FQ4
20220815,8/15/2022,Monday,FY2022,FQ4
20220816,8/16/2022,Tuesday,FY2022,FQ4
20220817,8/17/2022,Wednesday,FY2022,FQ4
20220818,8/18/2022,Thursday,FY2022,FQ4
20220819,8/19/2022,Friday,FY2022,FQ4
20220820,8/20/2022,Saturday,FY2022,FQ4
20220821,8/21/2022,Sunday,FY2022,FQ4
20220822,8/22/2022,Monday,FY2022,FQ4
20220823,8/23/2022,Tuesday,FY2022,FQ4
20220824,8/24/2022,Wednesday,FY2022,FQ4
20220825,8/25/2022,Thursday,FY2022,FQ4
20220826,8/26/2022,Friday,FY2022,FQ4
20220827,8/27/2022,Saturday,FY2022,FQ4
20220828,8/28/2022,Sunday,FY2022,FQ4
20220829,8/29/2022,Monday,FY2022,FQ4
20220830,8/30/2022,Tuesday,FY2022,FQ4
20220831,8/31/2022,Wednesday,FY2022,FQ4
20220901,9/1/2022,Thursday,FY2022,FQ4
20220902,9/2/2022,Friday,FY2022,FQ4
20220903,9/3/2022,Saturday,FY2022,FQ4
20220904,9/4/2022,Sunday,FY2022,FQ4
20220905,9/5/2022,Monday,FY2022,FQ4
20220906,9/6/2022,Tuesday,FY2022,FQ4
20220907,9/7/2022,Wednesday,FY2022,FQ4
20220908,9/8/2022,Thursday,FY2022,FQ4
20220909,9/9/2022,Friday,FY2022,FQ4
20220910,9/10/2022,Saturday,FY2022,FQ4
20220911,9/11/2022,Sunday,FY2022,FQ4
20220912,9/12/2022,Monday,FY2022,FQ4
20220913,9/13/2022,Tuesday,FY2022,FQ4
20220914,9/14/2022,Wednesday,FY2022,FQ4
20220915,9/15/2022,Thursday,FY2022,FQ4
20220916,9/16/2022,Friday,FY2022,FQ4
20220917,9/17/2022,Saturday,FY2022,FQ4
20220918,9/18/2022,Sunday,FY2022,FQ4
20220919,9/19/2022,Monday,FY2022,FQ4
20220920,9/20/2022,Tuesday,FY2022,FQ4
20220921,9/21/2022,Wednesday,FY2022,FQ4
20220922,9/22/2022,Thursday,FY2022,FQ4
20220923,9/23/2022,Friday,FY2022,FQ4
20220924,9/24/2022,Saturday,FY2022,FQ4
20220925,9/25/2022,Sunday,FY2022,FQ4
20220926,9/26/2022,Monday,FY2022,FQ4
20220927,9/27/2022,Tuesday,FY2022,FQ4
20220928,9/28/2022,Wednesday,FY2022,FQ4
20220929,9/29/2022,Thursday,FY2022,FQ4
20220930,9/30/2022,Friday,FY2022,FQ4
20221001,10/1/2022,Saturday,FY2023,FQ1
20221002,10/2/2022,Sunday,FY2023,FQ1
20221003,10/3/2022,Monday,FY2023,FQ1
20221004,10/4/2022,Tuesday,FY2023,FQ1
20221005,10/5/2022,Wednesday,FY2023,FQ1
20221006,10/6/2022,Thursday,FY2023,FQ1
20221007,10/7/2022,Friday,FY2023,FQ1
20221008,10/8/2022,Saturday,FY2023,FQ1
20221009,10/9/2022,Sunday,FY2023,FQ1
20221010,10/10/2022,Monday,FY2023,FQ1
20221011,10/11/2022,Tuesday,FY2023,FQ1
20221012,10/12/2022,Wednesday,FY2023,FQ1
20221013,10/13/2022,Thursday,FY2023,FQ1
20221014,10/14/2022,Friday,FY2023,FQ1
20221015,10/15/2022,Saturday,FY2023,FQ1
20221016,10/16/2022,Sunday,FY2023,FQ1
20221017,10/17/2022,Monday,FY2023,FQ1
20221018,10/18/2022,Tuesday,FY2023,FQ1
20221019,10/19/2022,Wednesday,FY2023,FQ1
20221020,10/20/2022,Thursday,FY2023,FQ1
20221021,10/21/2022,Friday,FY2023,FQ1
20221022,10/22/2022,Saturday,FY2023,FQ1
20221023,10/23/2022,Sunday,FY2023,FQ1
20221024,10/24/2022,Monday,FY2023,FQ1
20221025,10/25/2022,Tuesday,FY2023,FQ1
20221026,10/26/2022,Wednesday,FY2023,FQ1
20221027,10/27/2022,Thursday,FY2023,FQ1
20221028,10/28/2022,Friday,FY2023,FQ1
20221029,10/29/2022,Saturday,FY2023,FQ1
20221030,10/30/2022,Sunday,FY2023,FQ1
20221031,10/31/2022,Monday,FY2023,FQ1
20221101,11/1/2022,Tuesday,FY2023,FQ1
20221102,11/2/2022,Wednesday,FY2023,FQ1
20221103,11/3/2022,Thursday,FY2023,FQ1
20221104,11/4/2022,Friday,FY2023,FQ1
20221105,11/5/2022,Saturday,FY2023,FQ1
20221106,11/6/2022,Sunday,FY2023,FQ1
20221107,11/7/2022,Monday,FY2023,FQ1
20221108,11/8/2022,Tuesday,FY2023,FQ1
20221109,11/9/2022,Wednesday,FY2023,FQ1
20221110,11/10/2022,Thursday,FY2023,FQ1
20221111,11/11/2022,Friday,FY2023,FQ1
20221112,11/12/2022,Saturday,FY2023,FQ1
20221113,11/13/2022,Sunday,FY2023,FQ1
20221114,11/14/2022,Monday,FY2023,FQ1
20221115,11/15/2022,Tuesday,FY2023,FQ1
20221116,11/16/2022,Wednesday,FY2023,FQ1
20221117,11/17/2022,Thursday,FY2023,FQ1
20221118,11/18/2022,Friday,FY2023,FQ1
20221119,11/19/2022,Saturday,FY2023,FQ1
20221120,11/20/2022,Sunday,FY2023,FQ1
20221121,11/21/2022,Monday,FY2023,FQ1
20221122,11/22/2022,Tuesday,FY2023,FQ1
20221123,11/23/2022,Wednesday,FY2023,FQ1
20221124,11/24/2022,Thursday,FY2023,FQ1
20221125,11/25/2022,Friday,FY2023,FQ1
20221126,11/26/2022,Saturday,FY2023,FQ1
20221127,11/27/2022,Sunday,FY2023,FQ1
20221128,11/28/2022,Monday,FY2023,FQ1
20221129,11/29/2022,Tuesday,FY2023,FQ1
20221130,11/30/2022,Wednesday,FY2023,FQ1
20221201,12/1/2022,Thursday,FY2023,FQ1
20221202,12/2/2022,Friday,FY2023,FQ1
20221203,12/3/2022,Saturday,FY2023,FQ1
20221204,12/4/2022,Sunday,FY2023,FQ1
20221205,12/5/2022,Monday,FY2023,FQ1
20221206,12/6/2022,Tuesday,FY2023,FQ1
20221207,12/7/2022,Wednesday,FY2023,FQ1
20221208,12/8/2022,Thursday,FY2023,FQ1
20221209,12/9/2022,Friday,FY2023,FQ1
20221210,12/10/2022,Saturday,FY2023,FQ1
20221211,12/11/2022,Sunday,FY2023,FQ1
20221212,12/12/2022,Monday,FY2023,FQ1
20221213,12/13/2022,Tuesday,FY2023,FQ1
20221214,12/14/2022,Wednesday,FY2023,FQ1
20221215,12/15/2022,Thursday,FY2023,FQ1
20221216,12/16/2022,Friday,FY2023,FQ1
20221217,12/17/2022,Saturday,FY2023,FQ1
20221218,12/18/2022,Sunday,FY2023,FQ1
20221219,12/19/2022,Monday,FY2023,FQ1
20221220,12/20/2022,Tuesday,FY2023,FQ1
20221221,12/21/2022,Wednesday,FY2023,FQ1
20221222,12/22/2022,Thursday,FY2023,FQ1
20221223,12/23/2022,Friday,FY2023,FQ1
20221224,12/24/2022,Saturday,FY2023,FQ1
20221225,12/25/2022,Sunday,FY2023,FQ1
20221226,12/26/2022,Monday,FY2023,FQ1
20221227,12/27/2022,Tuesday,FY2023,FQ1
20221228,12/28/2022,Wednesday,FY2023,FQ1
20221229,12/29/2022,Thursday,FY2023,FQ1
20221230,12/30/2022,Friday,FY2023,FQ1
20221231,12/31/2022,Saturday,FY2023,FQ1
20230101,1/1/2023,Sunday,FY2023,FQ2
20230102,1/2/2023,Monday,FY2023,FQ2
20230103,1/3/2023,Tuesday,FY2023,FQ2
20230104,1/4/2023,Wednesday,FY2023,FQ2
20230105,1/5/2023,Thursday,FY2023,FQ2
20230106,1/6/2023,Friday,FY2023,FQ2
20230107,1/7/2023,Saturday,FY2023,FQ2
20230108,1/8/2023,Sunday,FY2023,FQ2
20230109,1/9/2023,Monday,FY2023,FQ2
20230110,1/10/2023,Tuesday,FY2023,FQ2
20230111,1/11/2023,Wednesday,FY2023,FQ2
20230112,1/12/2023,Thursday,FY2023,FQ2
20230113,1/13/2023,Friday,FY2023,FQ2
20230114,1/14/2023,Saturday,FY2023,FQ2
20230115,1/15/2023,Sunday,FY2023,FQ2
20230116,1/16/2023,Monday,FY2023,FQ2
20230117,1/17/2023,Tuesday,FY2023,FQ2
20230118,1/18/2023,Wednesday,FY2023,FQ2
20230119,1/19/2023,Thursday,FY2023,FQ2
20230120,1/20/2023,Friday,FY2023,FQ2
20230121,1/21/2023,Saturday,FY2023,FQ2
20230122,1/22/2023,Sunday,FY2023,FQ2
20230123,1/23/2023,Monday,FY2023,FQ2
20230124,1/24/2023,Tuesday,FY2023,FQ2
20230125,1/25/2023,Wednesday,FY2023,FQ2
20230126,1/26/2023,Thursday,FY2023,FQ2
20230127,1/27/2023,Friday,FY2023,FQ2
20230128,1/28/2023,Saturday,FY2023,FQ2
20230129,1/29/2023,Sunday,FY2023,FQ2
20230130,1/30/2023,Monday,FY2023,FQ2
20230131,1/31/2023,Tuesday,FY2023,FQ2
20230201,2/1/2023,Wednesday,FY2023,FQ2
20230202,2/2/2023,Thursday,FY2023,FQ2
20230203,2/3/2023,Friday,FY2023,FQ2
20230204,2/4/2023,Saturday,FY2023,FQ2
20230205,2/5/2023,Sunday,FY2023,FQ2
20230206,2/6/2023,Monday,FY2023,FQ2
20230207,2/7/2023,Tuesday,FY2023,FQ2
20230208,2/8/2023,Wednesday,FY2023,FQ2
20230209,2/9/2023,Thursday,FY2023,FQ2
20230210,2/10/2023,Friday,FY2023,FQ2
20230211,2/11/2023,Saturday,FY2023,FQ2
20230212,2/12/2023,Sunday,FY2023,FQ2
20230213,2/13/2023,Monday,FY2023,FQ2
20230214,2/14/2023,Tuesday,FY2023,FQ2
20230215,2/15/2023,Wednesday,FY2023,FQ2
20230216,2/16/2023,Thursday,FY2023,FQ2
20230217,2/17/2023,Friday,FY2023,FQ2
20230218,2/18/2023,Saturday,FY2023,FQ2
20230219,2/19/2023,Sunday,FY2023,FQ2
20230220,2/20/2023,Monday,FY2023,FQ2
20230221,2/21/2023,Tuesday,FY2023,FQ2
20230222,2/22/2023,Wednesday,FY2023,FQ2
20230223,2/23/2023,Thursday,FY2023,FQ2
20230224,2/24/2023,Friday,FY2023,FQ2
20230225,2/25/2023,Saturday,FY2023,FQ2
20230226,2/26/2023,Sunday,FY2023,FQ2
20230227,2/27/2023,Monday,FY2023,FQ2
20230228,2/28/2023,Tuesday,FY2023,FQ2
20230301,3/1/2023,Wednesday,FY2023,FQ2
20230302,3/2/2023,Thursday,FY2023,FQ2
20230303,3/3/2023,Friday,FY2023,FQ2
20230304,3/4/2023,Saturday,FY2023,FQ2
20230305,3/5/2023,Sunday,FY2023,FQ2
20230306,3/6/2023,Monday,FY2023,FQ2
20230307,3/7/2023,Tuesday,FY2023,FQ2
20230308,3/8/2023,Wednesday,FY2023,FQ2
20230309,3/9/2023,Thursday,FY2023,FQ2
20230310,3/10/2023,Friday,FY2023,FQ2
20230311,3/11/2023,Saturday,FY2023,FQ2
20230312,3/12/2023,Sunday,FY2023,FQ2
20230313,3/13/2023,Monday,FY2023,FQ2
20230314,3/14/2023,Tuesday,FY2023,FQ2
20230315,3/15/2023,Wednesday,FY2023,FQ2
20230316,3/16/2023,Thursday,FY2023,FQ2
20230317,3/17/2023,Friday,FY2023,FQ2
20230318,3/18/2023,Saturday,FY2023,FQ2
20230319,3/19/2023,Sunday,FY2023,FQ2
20230320,3/20/2023,Monday,FY2023,FQ2
20230321,3/21/2023,Tuesday,FY2023,FQ2
20230322,3/22/2023,Wednesday,FY2023,FQ2
20230323,3/23/2023,Thursday,FY2023,FQ2
20230324,3/24/2023,Friday,FY2023,FQ2
20230325,3/25/2023,Saturday,FY2023,FQ2
20230326,3/26/2023,Sunday,FY2023,FQ2
20230327,3/27/2023,Monday,FY2023,FQ2
20230328,3/28/2023,Tuesday,FY2023,FQ2
20230329,3/29/2023,Wednesday,FY2023,FQ2
20230330,3/30/2023,Thursday,FY2023,FQ2
20230331,3/31/2023,Friday,FY2023,FQ2
20230401,4/1/2023,Saturday,FY2023,FQ3
20230402,4/2/2023,Sunday,FY2023,FQ3
20230403,4/3/2023,Monday,FY2023,FQ3
20230404,4/4/2023,Tuesday,FY2023,FQ3
20230405,4/5/2023,Wednesday,FY2023,FQ3
20230406,4/6/2023,Thursday,FY2023,FQ3
20230407,4/7/2023,Friday,FY2023,FQ3
20230408,4/8/2023,Saturday,FY2023,FQ3
20230409,4/9/2023,Sunday,FY2023,FQ3
20230410,4/10/2023,Monday,FY2023,FQ3
20230411,4/11/2023,Tuesday,FY2023,FQ3
20230412,4/12/2023,Wednesday,FY2023,FQ3
20230413,4/13/2023,Thursday,FY2023,FQ3
20230414,4/14/2023,Friday,FY2023,FQ3
20230415,4/15/2023,Saturday,FY2023,FQ3
20230416,4/16/2023,Sunday,FY2023,FQ3
20230417,4/17/2023,Monday,FY2023,FQ3
20230418,4/18/2023,Tuesday,FY2023,FQ3
20230419,4/19/2023,Wednesday,FY2023,FQ3
20230420,4/20/2023,Thursday,FY2023,FQ3
20230421,4/21/2023,Friday,FY2023,FQ3
20230422,4/22/2023,Saturday,FY2023,FQ3
20230423,4/23/2023,Sunday,FY2023,FQ3
20230424,4/24/2023,Monday,FY2023,FQ3
20230425,4/25/2023,Tuesday,FY2023,FQ3
20230426,4/26/2023,Wednesday,FY2023,FQ3
20230427,4/27/2023,Thursday,FY2023,FQ3
20230428,4/28/2023,Friday,FY2023,FQ3
20230429,4/29/2023,Saturday,FY2023,FQ3
20230430,4/30/2023,Sunday,FY2023,FQ3
20230501,5/1/2023,Monday,FY2023,FQ3
20230502,5/2/2023,Tuesday,FY2023,FQ3
20230503,5/3/2023,Wednesday,FY2023,FQ3
20230504,5/4/2023,Thursday,FY2023,FQ3
20230505,5/5/2023,Friday,FY2023,FQ3
20230506,5/6/2023,Saturday,FY2023,FQ3
20230507,5/7/2023,Sunday,FY2023,FQ3
20230508,5/8/2023,Monday,FY2023,FQ3
20230509,5/9/2023,Tuesday,FY2023,FQ3
20230510,5/10/2023,Wednesday,FY2023,FQ3
20230511,5/11/2023,Thursday,FY2023,FQ3
20230512,5/12/2023,Friday,FY2023,FQ3
20230513,5/13/2023,Saturday,FY2023,FQ3
20230514,5/14/2023,Sunday,FY2023,FQ3
20230515,5/15/2023,Monday,FY2023,FQ3
20230516,5/16/2023,Tuesday,FY2023,FQ3
20230517,5/17/2023,Wednesday,FY2023,FQ3
20230518,5/18/2023,Thursday,FY2023,FQ3
20230519,5/19/2023,Friday,FY2023,FQ3
20230520,5/20/2023,Saturday,FY2023,FQ3
20230521,5/21/2023,Sunday,FY2023,FQ3
20230522,5/22/2023,Monday,FY2023,FQ3
20230523,5/23/2023,Tuesday,FY2023,FQ3
20230524,5/24/2023,Wednesday,FY2023,FQ3
20230525,5/25/2023,Thursday,FY2023,FQ3
20230526,5/26/2023,Friday,FY2023,FQ3
20230527,5/27/2023,Saturday,FY2023,FQ3
20230528,5/28/2023,Sunday,FY2023,FQ3
20230529,5/29/2023,Monday,FY2023,FQ3
20230530,5/30/2023,Tuesday,FY2023,FQ3
20230531,5/31/2023,Wednesday,FY2023,FQ3
20230601,6/1/2023,Thursday,FY2023,FQ3
20230602,6/2/2023,Friday,FY2023,FQ3
20230603,6/3/2023,Saturday,FY2023,FQ3
20230604,6/4/2023,Sunday,FY2023,FQ3
20230605,6/5/2023,Monday,FY2023,FQ3
20230606,6/6/2023,Tuesday,FY2023,FQ3
20230607,6/7/2023,Wednesday,FY2023,FQ3
20230608,6/8/2023,Thursday,FY2023,FQ3
20230609,6/9/2023,Friday,FY2023,FQ3
20230610,6/10/2023,Saturday,FY2023,FQ3
20230611,6/11/2023,Sunday,FY2023,FQ3
20230612,6/12/2023,Monday,FY2023,FQ3
20230613,6/13/2023,Tuesday,FY2023,FQ3
20230614,6/14/2023,Wednesday,FY2023,FQ3
20230615,6/15/2023,Thursday,FY2023,FQ3
20230616,6/16/2023,Friday,FY2023,FQ3
20230617,6/17/2023,Saturday,FY2023,FQ3
20230618,6/18/2023,Sunday,FY2023,FQ3
20230619,6/19/2023,Monday,FY2023,FQ3
20230620,6/20/2023,Tuesday,FY2023,FQ3
20230621,6/21/2023,Wednesday,FY2023,FQ3
20230622,6/22/2023,Thursday,FY2023,FQ3
20230623,6/23/2023,Friday,FY2023,FQ3
20230624,6/24/2023,Saturday,FY2023,FQ3
20230625,6/25/2023,Sunday,FY2023,FQ3
20230626,6/26/2023,Monday,FY2023,FQ3
20230627,6/27/2023,Tuesday,FY2023,FQ3
20230628,6/28/2023,Wednesday,FY2023,FQ3
20230629,6/29/2023,Thursday,FY2023,FQ3
20230630,6/30/2023,Friday,FY2023,FQ3
20230701,7/1/2023,Saturday,FY2023,FQ4
20230702,7/2/2023,Sunday,FY2023,FQ4
20230703,7/3/2023,Monday,FY2023,FQ4
20230704,7/4/2023,Tuesday,FY2023,FQ4
20230705,7/5/2023,Wednesday,FY2023,FQ4
20230706,7/6/2023,Thursday,FY2023,FQ4
20230707,7/7/2023,Friday,FY2023,FQ4
20230708,7/8/2023,Saturday,FY2023,FQ4
20230709,7/9/2023,Sunday,FY2023,FQ4
20230710,7/10/2023,Monday,FY2023,FQ4
20230711,7/11/2023,Tuesday,FY2023,FQ4
20230712,7/12/2023,Wednesday,FY2023,FQ4
20230713,7/13/2023,Thursday,FY2023,FQ4
20230714,7/14/2023,Friday,FY2023,FQ4
20230715,7/15/2023,Saturday,FY2023,FQ4
20230716,7/16/2023,Sunday,FY2023,FQ4
20230717,7/17/2023,Monday,FY2023,FQ4
20230718,7/18/2023,Tuesday,FY2023,FQ4
20230719,7/19/2023,Wednesday,FY2023,FQ4
20230720,7/20/2023,Thursday,FY2023,FQ4
20230721,7/21/2023,Friday,FY2023,FQ4
20230722,7/22/2023,Saturday,FY2023,FQ4
20230723,7/23/2023,Sunday,FY2023,FQ4
20230724,7/24/2023,Monday,FY2023,FQ4
20230725,7/25/2023,Tuesday,FY2023,FQ4
20230726,7/26/2023,Wednesday,FY2023,FQ4
20230727,7/27/2023,Thursday,FY2023,FQ4
20230728,7/28/2023,Friday,FY2023,FQ4
20230729,7/29/2023,Saturday,FY2023,FQ4
20230730,7/30/2023,Sunday,FY2023,FQ4
20230731,7/31/2023,Monday,FY2023,FQ4
20230801,8/1/2023,Tuesday,FY2023,FQ4
20230802,8/2/2023,Wednesday,FY2023,FQ4
20230803,8/3/2023,Thursday,FY2023,FQ4
20230804,8/4/2023,Friday,FY2023,FQ4
20230805,8/5/2023,Saturday,FY2023,FQ4
20230806,8/6/2023,Sunday,FY2023,FQ4
20230807,8/7/2023,Monday,FY2023,FQ4
20230808,8/8/2023,Tuesday,FY2023,FQ4
20230809,8/9/2023,Wednesday,FY2023,FQ4
20230810,8/10/2023,Thursday,FY2023,FQ4
20230811,8/11/2023,Friday,FY2023,FQ4
20230812,8/12/2023,Saturday,FY2023,FQ4
20230813,8/13/2023,Sunday,FY2023,FQ4
20230814,8/14/2023,Monday,FY2023,FQ4
20230815,8/15/2023,Tuesday,FY2023,FQ4
20230816,8/16/2023,Wednesday,FY2023,FQ4
20230817,8/17/2023,Thursday,FY2023,FQ4
20230818,8/18/2023,Friday,FY2023,FQ4
20230819,8/19/2023,Saturday,FY2023,FQ4
20230820,8/20/2023,Sunday,FY2023,FQ4
20230821,8/21/2023,Monday,FY2023,FQ4
20230822,8/22/2023,Tuesday,FY2023,FQ4
20230823,8/23/2023,Wednesday,FY2023,FQ4
20230824,8/24/2023,Thursday,FY2023,FQ4
20230825,8/25/2023,Friday,FY2023,FQ4
20230826,8/26/2023,Saturday,FY2023,FQ4
20230827,8/27/2023,Sunday,FY2023,FQ4
20230828,8/28/2023,Monday,FY2023,FQ4
20230829,8/29/2023,Tuesday,FY2023,FQ4
20230830,8/30/2023,Wednesday,FY2023,FQ4
20230831,8/31/2023,Thursday,FY2023,FQ4
20230901,9/1/2023,Friday,FY2023,FQ4
20230902,9/2/2023,Saturday,FY2023,FQ4
20230903,9/3/2023,Sunday,FY2023,FQ4
20230904,9/4/2023,Monday,FY2023,FQ4
20230905,9/5/2023,Tuesday,FY2023,FQ4
20230906,9/6/2023,Wednesday,FY2023,FQ4
20230907,9/7/2023,Thursday,FY2023,FQ4
20230908,9/8/2023,Friday,FY2023,FQ4
20230909,9/9/2023,Saturday,FY2023,FQ4
20230910,9/10/2023,Sunday,FY2023,FQ4
20230911,9/11/2023,Monday,FY2023,FQ4
20230912,9/12/2023,Tuesday,FY2023,FQ4
20230913,9/13/2023,Wednesday,FY2023,FQ4
20230914,9/14/2023,Thursday,FY2023,FQ4
20230915,9/15/2023,Friday,FY2023,FQ4
20230916,9/16/2023,Saturday,FY2023,FQ4
20230917,9/17/2023,Sunday,FY2023,FQ4
20230918,9/18/2023,Monday,FY2023,FQ4
20230919,9/19/2023,Tuesday,FY2023,FQ4
20230920,9/20/2023,Wednesday,FY2023,FQ4
20230921,9/21/2023,Thursday,FY2023,FQ4
20230922,9/22/2023,Friday,FY2023,FQ4
20230923,9/23/2023,Saturday,FY2023,FQ4
20230924,9/24/2023,Sunday,FY2023,FQ4
20230925,9/25/2023,Monday,FY2023,FQ4
20230926,9/26/2023,Tuesday,FY2023,FQ4
20230927,9/27/2023,Wednesday,FY2023,FQ4
20230928,9/28/2023,Thursday,FY2023,FQ4
20230929,9/29/2023,Friday,FY2023,FQ4
20230930,9/30/2023,Saturday,FY2023,FQ4
20231001,10/1/2023,Sunday,FY2024,FQ1
20231002,10/2/2023,Monday,FY2024,FQ1
20231003,10/3/2023,Tuesday,FY2024,FQ1
20231004,10/4/2023,Wednesday,FY2024,FQ1
20231005,10/5/2023,Thursday,FY2024,FQ1
20231006,10/6/2023,Friday,FY2024,FQ1
20231007,10/7/2023,Saturday,FY2024,FQ1
20231008,10/8/2023,Sunday,FY2024,FQ1
20231009,10/9/2023,Monday,FY2024,FQ1
20231010,10/10/2023,Tuesday,FY2024,FQ1
20231011,10/11/2023,Wednesday,FY2024,FQ1
20231012,10/12/2023,Thursday,FY2024,FQ1
20231013,10/13/2023,Friday,FY2024,FQ1
20231014,10/14/2023,Saturday,FY2024,FQ1
20231015,10/15/2023,Sunday,FY2024,FQ1
20231016,10/16/2023,Monday,FY2024,FQ1
20231017,10/17/2023,Tuesday,FY2024,FQ1
20231018,10/18/2023,Wednesday,FY2024,FQ1
20231019,10/19/2023,Thursday,FY2024,FQ1
20231020,10/20/2023,Friday,FY2024,FQ1
20231021,10/21/2023,Saturday,FY2024,FQ1
20231022,10/22/2023,Sunday,FY2024,FQ1
20231023,10/23/2023,Monday,FY2024,FQ1
20231024,10/24/2023,Tuesday,FY2024,FQ1
20231025,10/25/2023,Wednesday,FY2024,FQ1
20231026,10/26/2023,Thursday,FY2024,FQ1
20231027,10/27/2023,Friday,FY2024,FQ1
20231028,10/28/2023,Saturday,FY2024,FQ1
20231029,10/29/2023,Sunday,FY2024,FQ1
20231030,10/30/2023,Monday,FY2024,FQ1
20231031,10/31/2023,Tuesday,FY2024,FQ1
20231101,11/1/2023,Wednesday,FY2024,FQ1
20231102,11/2/2023,Thursday,FY2024,FQ1
20231103,11/3/2023,Friday,FY2024,FQ1
20231104,11/4/2023,Saturday,FY2024,FQ1
20231105,11/5/2023,Sunday,FY2024,FQ1
20231106,11/6/2023,Monday,FY2024,FQ1
20231107,11/7/2023,Tuesday,FY2024,FQ1
20231108,11/8/2023,Wednesday,FY2024,FQ1
20231109,11/9/2023,Thursday,FY2024,FQ1
20231110,11/10/2023,Friday,FY2024,FQ1
20231111,11/11/2023,Saturday,FY2024,FQ1
20231112,11/12/2023,Sunday,FY2024,FQ1
20231113,11/13/2023,Monday,FY2024,FQ1
20231114,11/14/2023,Tuesday,FY2024,FQ1
20231115,11/15/2023,Wednesday,FY2024,FQ1
20231116,11/16/2023,Thursday,FY2024,FQ1
